sampleid	sample_name_2	studyID	file_filtered_r1r2_combined	reads_per_unfiltered_file	reads_per_file	log10(reads_per_file)_full	log10(reads_per_file)	host_phylum	host_class	host_family	host_genus	host_kingdom	host_order	host_species	reference_for_filtering	TimeTree_returned	host_common_name	host_flight	host_modality	host_diet	country	habitat	sample_type	diet_category_12	diet_category_3	captive_wild	SampleID_2
harbor_porpoise.1	13881.SAMEA6809504	13881	Phocoena-phocoena_SAMEA6809504.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	38776874	1407632	6.148489131	6	Chordata	Mammalia	Phocoenidae	Phocoena	Metazoa	Artiodactyla	Phocoena_phocoena	Phocoena_phocoena	Phocoena_phocoena	harbor_porpoise			carnivore	UnitedKingdom		feces	carnivore	carnivore	wild	Phocoena-phocoena_SAMEA6809504.ebi_filtered_r1r2interleaved_sampleCombined
harbor_porpoise.2	13881.SAMEA6809505	13881	Phocoena-phocoena_SAMEA6809505.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4633574	1205332	6.081106687	6	Chordata	Mammalia	Phocoenidae	Phocoena	Metazoa	Artiodactyla	Phocoena_phocoena	Phocoena_phocoena	Phocoena_phocoena	harbor_porpoise			carnivore	UnitedKingdom		feces	carnivore	carnivore	wild	Phocoena-phocoena_SAMEA6809505.ebi_filtered_r1r2interleaved_sampleCombined
harbor_seal.1	13881.SAMEA6809508	13881	Phoca-vitulina_SAMEA6809508.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1139482	979814	5.991143641	6	Chordata	Mammalia	Phocidae	Phoca	Metazoa	Carnivora	Phoca_vitulina	Phoca_vitulina	Phoca_vitulina	harbor_seal			carnivore	UnitedKingdom		feces	carnivore	carnivore	wild	Phoca-vitulina_SAMEA6809508.ebi_filtered_r1r2interleaved_sampleCombined
hatinh_langur.1	13881.SAMEA6809446	13881	Trachypithecus-hatinhensis_SAMEA6809446.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3679232	3678936	6.565722233	7	Chordata	Mammalia	Cercopithecidae	Trachypithecus	Metazoa	Primates	Trachypithecus_hatinhensis	Trachypithecus_francoisi	Trachypithecus_hatinhensis	Hatinh_langur			herbivore	VietNam		feces	frugivore_folivore	herbivore	wild	Trachypithecus-hatinhensis_SAMEA6809446.ebi_filtered_r1r2interleaved_sampleCombined
hippopotamus.1	13881.SAMEA6809584	13881	Hippopotamus-amphibius_SAMEA6809584.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6939934	6937876	6.8412265329999995	7	Chordata	Mammalia	Hippopotamidae	Hippopotamus	Metazoa	Artiodactyla	Hippopotamus_amphibius	Hippopotamus_amphibius	Hippopotamus_amphibius	hippopotamus			herbivore	Tanzania		feces	herbivore	herbivore	wild	Hippopotamus-amphibius_SAMEA6809584.ebi_filtered_r1r2interleaved_sampleCombined
hippopotamus.2	13881.SAMEA6809585	13881	Hippopotamus-amphibius_SAMEA6809585.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7173896	7173236	6.855715119	7	Chordata	Mammalia	Hippopotamidae	Hippopotamus	Metazoa	Artiodactyla	Hippopotamus_amphibius	Hippopotamus_amphibius	Hippopotamus_amphibius	hippopotamus			herbivore	Tanzania		feces	herbivore	herbivore	wild	Hippopotamus-amphibius_SAMEA6809585.ebi_filtered_r1r2interleaved_sampleCombined
hoffmann's_two-fingered_sloth.1	13881.SAMEA6809527	13881	Choloepus-hoffmanni_SAMEA6809527.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1983646	1983064	6.297336731000001	6	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus_hoffmanni	Choloepus_hoffmanni	Choloepus_hoffmanni	Hoffmann's_two-fingered_sloth			herbivore	Nicaragua		feces	herbivore	herbivore	wild	Choloepus-hoffmanni_SAMEA6809527.ebi_filtered_r1r2interleaved_sampleCombined
hoffmann's_two-fingered_sloth.2	13881.SAMEA6809528	13881	Choloepus-hoffmanni_SAMEA6809528.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	20827064	20821418	7.318510302999999	7	Chordata	Mammalia	Megalonychidae	Choloepus	Metazoa	Pilosa	Choloepus_hoffmanni	Choloepus_hoffmanni	Choloepus_hoffmanni	Hoffmann's_two-fingered_sloth			herbivore	Nicaragua		feces	herbivore	herbivore	wild	Choloepus-hoffmanni_SAMEA6809528.ebi_filtered_r1r2interleaved_sampleCombined
horse.1	13881.SAMEA6809356	13881	Equus-caballus_SAMEA6809356.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16273264	16272944	7.21146613	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_caballus	Equus_caballus	Equus_caballus	horse			herbivore	Austria		feces	herbivore	omnivore	captive	Equus-caballus_SAMEA6809356.ebi_filtered_r1r2interleaved_sampleCombined
horse.2	13881.SAMEA6809385	13881	Equus-caballus_SAMEA6809385.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4781812	4781594	6.679572697999999	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_caballus	Equus_caballus	Equus_caballus	horse			herbivore	Austria		feces	herbivore	omnivore	captive	Equus-caballus_SAMEA6809385.ebi_filtered_r1r2interleaved_sampleCombined
horsfields_bronze_cuckoo.1	13881.SAMEA6809488	13881	Chalcites-basalis_SAMEA6809488.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2010544	2010106	6.30321896	6	Chordata	Aves	Cuculidae	Chalcites	Metazoa	Cuculiformes	Chalcites_basalis	Cuculus_canorus	Chalcites_basalis	Horsfields_Bronze_Cuckoo			carnivore	Australia		feces	insectivore	carnivore	wild	Chalcites-basalis_SAMEA6809488.ebi_filtered_r1r2interleaved_sampleCombined
horsfields_bronze_cuckoo.2	13881.SAMEA6809489	13881	Chalcites-basalis_SAMEA6809489.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1867410	1866936	6.27112943	6	Chordata	Aves	Cuculidae	Chalcites	Metazoa	Cuculiformes	Chalcites_basalis	Cuculus_canorus	Chalcites_basalis	Horsfields_Bronze_Cuckoo			carnivore	Australia		feces	insectivore	carnivore	wild	Chalcites-basalis_SAMEA6809489.ebi_filtered_r1r2interleaved_sampleCombined
house_mouse.1	13881.SAMEA6809360	13881	Mus-musculus_SAMEA6809360.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	11852598	997896	5.999085282	6	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus_musculus	Mus_musculus	Mus_musculus	house_mouse			omnivore	Austria		gut	omnivore	omnivore	captive	Mus-musculus_SAMEA6809360.ebi_filtered_r1r2interleaved_sampleCombined
house_mouse.2	13881.SAMEA6809363	13881	Mus-musculus_SAMEA6809363.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19893876	1445696	6.160076978999999	6	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus_musculus	Mus_musculus	Mus_musculus	house_mouse			omnivore	Austria		gut	omnivore	omnivore	captive	Mus-musculus_SAMEA6809363.ebi_filtered_r1r2interleaved_sampleCombined
house_mouse.3	13881.SAMEA6809558	13881	Mus-musculus_SAMEA6809558.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	57721808	3677684	6.56557441	7	Chordata	Mammalia	Muridae	Mus	Metazoa	Rodentia	Mus_musculus	Mus_musculus	Mus_musculus	house_mouse			omnivore	Austria		gut	omnivore	omnivore	wild	Mus-musculus_SAMEA6809558.ebi_filtered_r1r2interleaved_sampleCombined
human.1	13881.SAMEA6809423	13881	Homo-sapiens_SAMEA6809423.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3921876	3921616	6.593465066	7	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo_sapiens	Homo_sapiens	Homo_sapiens	human			omnivore	Austria		feces	omnivore	omnivore	human	Homo-sapiens_SAMEA6809423.ebi_filtered_r1r2interleaved_sampleCombined
human.2	13881.SAMEA6809424	13881	Homo-sapiens_SAMEA6809424.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6132720	6132530	6.787639681	7	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo_sapiens	Homo_sapiens	Homo_sapiens	human			omnivore	Austria		feces	omnivore	omnivore	human	Homo-sapiens_SAMEA6809424.ebi_filtered_r1r2interleaved_sampleCombined
human.3	13881.SAMEA6809425	13881	Homo-sapiens_SAMEA6809425.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	55200616	55172154	7.74171994	8	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo_sapiens	Homo_sapiens	Homo_sapiens	human			omnivore	Austria		feces	omnivore	omnivore	human	Homo-sapiens_SAMEA6809425.ebi_filtered_r1r2interleaved_sampleCombined
human.4	13881.SAMEA6809428	13881	Homo-sapiens_SAMEA6809428.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2601868	2601668	6.415251875	6	Chordata	Mammalia	Hominidae	Homo	Metazoa	Primates	Homo_sapiens	Homo_sapiens	Homo_sapiens	human			omnivore	Austria		feces	omnivore	omnivore	human	Homo-sapiens_SAMEA6809428.ebi_filtered_r1r2interleaved_sampleCombined
ide.1	13881.SAMEA6809503	13881	Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	739558	738510	5.86835638	6	Chordata	Actinopterygii	Leuciscidae	Leuciscus	Metazoa	Cypriniformes	Leuciscus_idus	Leuciscus_waleckii	Leuciscus_idus	Ide			carnivore	Austria		feces	carnivore	carnivore	wild	Leuciscus-idus_SAMEA6809503.ebi_filtered_r1r2interleaved_sampleCombined
impala.1	13881.SAMEA6809571	13881	Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16990650	16987602	7.230132077	7	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros_melampus	Aepyceros_melampus	Aepyceros_melampus	impala			herbivore	SouthAfrica		feces	carnivore	carnivore	wild	Aepyceros-melampus_SAMEA6809571.ebi_filtered_r1r2interleaved_sampleCombined
impala.2	13881.SAMEA6809573	13881	Aepyceros-melampus_SAMEA6809573.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	16545912	16510978	7.217772799	7	Chordata	Mammalia	Bovidae	Aepyceros	Metazoa	Artiodactyla	Aepyceros_melampus	Aepyceros_melampus	Aepyceros_melampus	impala			herbivore	SouthAfrica		feces	carnivore	carnivore	wild	Aepyceros-melampus_SAMEA6809573.ebi_filtered_r1r2interleaved_sampleCombined
italian_wall_lizard.1	13881.SAMEA6809450	13881	Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1409398	1409298	6.149002836	6	Chordata	Reptilia	Lacertidae	Podarcis	Metazoa	Squamata	Podarcis_siculus	Podarcis_muralis	Podarcis_siculus	Italian_wall_lizard			carnivore	Croatia		feces	insectivore	carnivore	wild	Podarcis-siculus_SAMEA6809450.ebi_filtered_r1r2interleaved_sampleCombined
kinkajou.1	13881.SAMEA6809525	13881	Potos-flavus_SAMEA6809525.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4472346	3539538	6.548946579	7	Chordata	Mammalia	Procyonidae	Potos	Metazoa	Carnivora	Potos_flavus	Potos_flavus	Potos_flavus	kinkajou			omnivore	CostaRica		feces	omnivore_frugivore	omnivore	wild	Potos-flavus_SAMEA6809525.ebi_filtered_r1r2interleaved_sampleCombined
koala.1	13881.SAMEA6809480	13881	Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6458236	6457290	6.8100502910000005	7	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos_cinereus	Phascolarctos_cinereus	Phascolarctos_cinereus	koala			herbivore	Australia		feces	herbivore	herbivore	wild	Phascolarctos-cinereus_SAMEA6809480.ebi_filtered_r1r2interleaved_sampleCombined
koala.2	13881.SAMEA6809541	13881	Phascolarctos-cinereus_SAMEA6809541.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	4640120	4640048	6.666522473	7	Chordata	Mammalia	Phascolarctidae	Phascolarctos	Metazoa	Diprotodontia	Phascolarctos_cinereus	Phascolarctos_cinereus	Phascolarctos_cinereus	koala			herbivore	Austria		feces	herbivore	herbivore	captive	Phascolarctos-cinereus_SAMEA6809541.ebi_filtered_r1r2interleaved_sampleCombined
kulan.1	13881.SAMEA6809549	13881	Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3481446	3480138	6.5415964660000006	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus_kulan	Equus_asinus	Equus_hemionus	kulan			herbivore	Mongolia		feces	herbivore	herbivore	wild	Equus-hemionus_SAMEA6809549.ebi_filtered_r1r2interleaved_sampleCombined
kulan.2	13881.SAMEA6809613	13881	Equus-hemionus_SAMEA6809613.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	12199318	12198888	7.0863202439999995	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus_kulan	Equus_asinus	Equus_hemionus	kulan			herbivore	Mongolia		feces	herbivore	herbivore	wild	Equus-hemionus_SAMEA6809613.ebi_filtered_r1r2interleaved_sampleCombined
large_forest_bat.1	13881.SAMEA6809479	13881	Eptesicus-sagittula_SAMEA6809479.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2064694	2064454	6.31480521	6	Chordata	Mammalia	Vespertilionidae	Eptesicus	Metazoa	Chiroptera	Eptesicus_sagittula	Eptesicus_fuscus	Eptesicus_sagittula	large_forest_bat			carnivore	Australia		feces	insectivore	carnivore	wild	Eptesicus-sagittula_SAMEA6809479.ebi_filtered_r1r2interleaved_sampleCombined
least_weasel.1	13881.SAMEA6809546	13881	Mustela-nivalis_SAMEA6809546.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3799104	380920	5.580833776	6	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela_nivalis	Mustela putorius	Mustela_nivalis	least_weasel			carnivore	Austria		gut	carnivore	carnivore	wild	Mustela-nivalis_SAMEA6809546.ebi_filtered_r1r2interleaved_sampleCombined
least_weasel.2	13881.SAMEA6809547	13881	Mustela-nivalis_SAMEA6809547.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9294194	923614	5.965490507	6	Chordata	Mammalia	Mustelidae	Mustela	Metazoa	Carnivora	Mustela_nivalis	Mustela putorius	Mustela_nivalis	least_weasel			carnivore	Austria		gut	carnivore	carnivore	wild	Mustela-nivalis_SAMEA6809547.ebi_filtered_r1r2interleaved_sampleCombined
leopard.1	13881.SAMEA6809574	13881	Panthera-pardus_SAMEA6809574.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9249596	5038598	6.70230971	7	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera_pardus	Panthera_pardus	Panthera_pardus	leopard			carnivore	SouthAfrica		feces	carnivore	carnivore	wild	Panthera-pardus_SAMEA6809574.ebi_filtered_r1r2interleaved_sampleCombined
lesser_white-toothed_shrew.1	13881.SAMEA6809628	13881	Crocidura-suaveolens_SAMEA6809628.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2657886	2645224	6.422462454	6	Chordata	Mammalia	Soricidae	Crocidura	Metazoa	Eulipotyphla	Crocidura_suaveolens	Crocidura_indochinensis	Crocidura_suaveolens	Lesser_white-toothed_shrew			carnivore	Austria		feces	carnivore	carnivore	wild	Crocidura-suaveolens_SAMEA6809628.ebi_filtered_r1r2interleaved_sampleCombined
lion.1	13881.SAMEA6809575	13881	Panthera-leo_SAMEA6809575.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	8762536	1201442	6.07970281	6	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera_leo	Panthera_leo	Panthera_leo	lion			carnivore	SouthAfrica		feces	carnivore	carnivore	wild	Panthera-leo_SAMEA6809575.ebi_filtered_r1r2interleaved_sampleCombined
lion.2	13881.SAMEA6809576	13881	Panthera-leo_SAMEA6809576.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2534876	2525402	6.40233052	6	Chordata	Mammalia	Felidae	Panthera	Metazoa	Carnivora	Panthera_leo	Panthera_leo	Panthera_leo	lion			carnivore	SouthAfrica		feces	carnivore	carnivore	wild	Panthera-leo_SAMEA6809576.ebi_filtered_r1r2interleaved_sampleCombined
long-eared_owl.1	13881.SAMEA6809369	13881	Asio-otus_SAMEA6809369.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	7877126	2169026	6.3362647579999996	6	Chordata	Aves	Strigidae	Asio	Metazoa	Strigiformes	Asio_otus	Bubo_bubo	Asio_otus	long-eared_owl			carnivore	Hungary		feces	carnivore	carnivore	wild	Asio-otus_SAMEA6809369.ebi_filtered_r1r2interleaved_sampleCombined
mallard.1	13881.SAMEA6809523	13881	Anas-platyrhynchos_SAMEA6809523.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5198934	2500022	6.39794383	6	Chordata	Aves	Anatidae	Anas	Metazoa	Anseriformes	Anas_platyrhynchos	Anas_platyrhynchos	Anas_platyrhynchos	mallard			omnivore	Austria		feces	omnivore	omnivore	wild	Anas-platyrhynchos_SAMEA6809523.ebi_filtered_r1r2interleaved_sampleCombined
meadow_viper.1	13881.SAMEA6809597	13881	Vipera-ursinii_SAMEA6809597.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3875756	3875236	6.5882981560000005	7	Chordata	Reptilia	Viperidae	Vipera	Metazoa	Squamata	Vipera_ursinii	Vipera_berus	Vipera_ursinii	Meadow_Viper			carnivore	Hungary		feces	insectivore	carnivore	wild	Vipera-ursinii_SAMEA6809597.ebi_filtered_r1r2interleaved_sampleCombined
meadow_viper.2	13881.SAMEA6809630	13881	Vipera-ursinii_SAMEA6809630.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6878300	6876870	6.837390815	7	Chordata	Reptilia	Viperidae	Vipera	Metazoa	Squamata	Vipera_ursinii	Vipera_berus	Vipera_ursinii	Meadow_Viper			carnivore	Hungary		feces	insectivore	carnivore	wild	Vipera-ursinii_SAMEA6809630.ebi_filtered_r1r2interleaved_sampleCombined
mexican_collared_anteater.1	13881.SAMEA6809529	13881	Tamandua-mexicana_SAMEA6809529.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2662872	2646056	6.422599031	6	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua_mexicana	Tamandua_tetradactyla	Tamandua_mexicana	Mexican_collared_anteater			carnivore	Colombia		feces	insectivore	carnivore	wild	Tamandua-mexicana_SAMEA6809529.ebi_filtered_r1r2interleaved_sampleCombined
mexican_collared_anteater.2	13881.SAMEA6809530	13881	Tamandua-mexicana_SAMEA6809530.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2503250	2503014	6.398463279	6	Chordata	Mammalia	Myrmecophagidae	Tamandua	Metazoa	Pilosa	Tamandua_mexicana	Tamandua_tetradactyla	Tamandua_mexicana	Mexican_collared_anteater			carnivore	Colombia		feces	insectivore	carnivore	wild	Tamandua-mexicana_SAMEA6809530.ebi_filtered_r1r2interleaved_sampleCombined
morelet's_crocodile.1	13881.SAMEA6809562	13881	Crocodylus-moreletii_SAMEA6809562.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3420982	2052906	6.312369063999999	6	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus_moreletii	Crocodylus_porosus	Crocodylus_moreletii	Morelet's_crocodile			carnivore	Austria		feces	carnivore	carnivore	captive	Crocodylus-moreletii_SAMEA6809562.ebi_filtered_r1r2interleaved_sampleCombined
mouflon.1	13881.SAMEA6809605	13881	Ovis-aries_SAMEA6809605.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	14379084	4533908	6.6564727029999995	7	Chordata	Mammalia	Bovidae	Ovis	Metazoa	Artiodactyla	Ovis_aries_musimon	Ovis_aries_musimon	Ovis_aries	mouflon			herbivore	Austria		feces	herbivore	herbivore	captive	Ovis-aries_SAMEA6809605.ebi_filtered_r1r2interleaved_sampleCombined
mute_swan.1	13881.SAMEA6809462	13881	Cygnus-olor_SAMEA6809462.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	17074188	1549510	6.190194383	6	Chordata	Aves	Anatidae	Cygnus	Metazoa	Anseriformes	Cygnus_olor	Cygnus_olor	Cygnus_olor	mute_swan			omnivore	Hungary		feces	herbivore	herbivore	wild	Cygnus-olor_SAMEA6809462.ebi_filtered_r1r2interleaved_sampleCombined
nile_crocodile.1	13881.SAMEA6809569	13881	Crocodylus-niloticus_SAMEA6809569.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6038748	2615290	6.417519853	6	Chordata	Reptilia	Crocodylidae	Crocodylus	Metazoa	Crocodylia	Crocodylus_niloticus	Crocodylus_porosus	Crocodylus_niloticus	Nile_crocodile			carnivore	SouthAfrica		feces	carnivore	carnivore	wild	Crocodylus-niloticus_SAMEA6809569.ebi_filtered_r1r2interleaved_sampleCombined
noctule.1	13881.SAMEA6809364	13881	Nyctalus-noctula_SAMEA6809364.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10568116	2850750	6.454959132999999	6	Chordata	Mammalia	Vespertilionidae	Nyctalus	Metazoa	Chiroptera	Nyctalus_noctula	Pipistrellus_pipistrellus	Nyctalus_noctula	noctule			carnivore	Hungary		gut	insectivore	carnivore	wild	Nyctalus-noctula_SAMEA6809364.ebi_filtered_r1r2interleaved_sampleCombined
noctule.2	13881.SAMEA6809452	13881	Nyctalus-noctula_SAMEA6809452.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	3337126	3221442	6.508050317	7	Chordata	Mammalia	Vespertilionidae	Nyctalus	Metazoa	Chiroptera	Nyctalus_noctula	Pipistrellus_pipistrellus	Nyctalus_noctula	noctule			carnivore	Austria		feces	insectivore	carnivore	wild	Nyctalus-noctula_SAMEA6809452.ebi_filtered_r1r2interleaved_sampleCombined
northern_house-martin.1	13881.SAMEA6809453	13881	Delichon-urbicum_SAMEA6809453.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5516114	5514822	6.741531499	7	Chordata	Aves	Hirundinidae	Delichon	Metazoa	Passeriformes	Delichon_urbicum	Hirundo_rustica	Delichon_urbicum	Northern_house-martin			carnivore	Austria		feces	insectivore	carnivore	wild	Delichon-urbicum_SAMEA6809453.ebi_filtered_r1r2interleaved_sampleCombined
northern_pike.1	13881.SAMEA6809640	13881	Esox-lucius_SAMEA6809640.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2801454	2800904	6.447298224	6	Chordata	Actinopterygii	Esocidae	Esox	Metazoa	Esociformes	Esox_lucius	Esox_lucius	Esox_lucius	northern_pike			carnivore	Austria		feces	carnivore	carnivore	wild	Esox-lucius_SAMEA6809640.ebi_filtered_r1r2interleaved_sampleCombined
northern_pike.2	13881.SAMEA6809641	13881	Esox-lucius_SAMEA6809641.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2292216	2252100	6.352587671	6	Chordata	Actinopterygii	Esocidae	Esox	Metazoa	Esociformes	Esox_lucius	Esox_lucius	Esox_lucius	northern_pike			carnivore	Austria		feces	carnivore	carnivore	wild	Esox-lucius_SAMEA6809641.ebi_filtered_r1r2interleaved_sampleCombined
northern_tree_shrew.1	13881.SAMEA6809393	13881	Tupaia-belangeri_SAMEA6809393.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2198702	2191054	6.340653081	6	Chordata	Mammalia	Tupaiidae	Tupaia	Metazoa	Scandentia	Tupaia_belangeri	Tupaia_belangeri	Tupaia_belangeri	northern_tree_shrew			omnivore	Austria		feces	omnivore	omnivore	captive	Tupaia-belangeri_SAMEA6809393.ebi_filtered_r1r2interleaved_sampleCombined
northern_tree_shrew.2	13881.SAMEA6809395	13881	Tupaia-belangeri_SAMEA6809395.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	9954630	4020604	6.6042913	7	Chordata	Mammalia	Tupaiidae	Tupaia	Metazoa	Scandentia	Tupaia_belangeri	Tupaia_belangeri	Tupaia_belangeri	northern_tree_shrew			omnivore	Austria		feces	omnivore	omnivore	captive	Tupaia-belangeri_SAMEA6809395.ebi_filtered_r1r2interleaved_sampleCombined
onager.1	13881.SAMEA6809357	13881	Equus-hemionus_SAMEA6809357.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	1894502	1894204	6.277426749	6	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus	Equus_asinus	Equus_hemionus	onager			herbivore	Iran		feces	herbivore	herbivore	wild	Equus-hemionus_SAMEA6809357.ebi_filtered_r1r2interleaved_sampleCombined
onager.2	13881.SAMEA6809371	13881	Equus-hemionus_SAMEA6809371.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	5647388	5646234	6.751758872999999	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_hemionus	Equus_asinus	Equus_hemionus	onager			herbivore	Iran		feces	herbivore	herbivore	wild	Equus-hemionus_SAMEA6809371.ebi_filtered_r1r2interleaved_sampleCombined
pig.2	13881.SAMEA6809374	13881	Sus-scrofa_SAMEA6809374.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2503660	2492470	6.39662994	6	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus_scrofa	Sus_scrofa	Sus_scrofa	pig			omnivore	Austria		feces	omnivore_insectivore	omnivore	wild	Sus-scrofa_SAMEA6809374.ebi_filtered_r1r2interleaved_sampleCombined
pig.3	13881.SAMEA6809386	13881	Sus-scrofa_SAMEA6809386.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	6128208	6126938	6.787243486	7	Chordata	Mammalia	Suidae	Sus	Metazoa	Artiodactyla	Sus_scrofa	Sus_scrofa	Sus_scrofa	pig			omnivore	Austria		feces	omnivore_insectivore	omnivore	captive	Sus-scrofa_SAMEA6809386.ebi_filtered_r1r2interleaved_sampleCombined
pika.1	13881.SAMEA6809582	13881	Lepus-tolai_SAMEA6809582.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	2137940	2137584	6.32992319	6	Chordata	Mammalia	Leporidae	Lepus	Metazoa	Lagomorpha	Lepus_tolai	Lepus_timidus_	Lepus_tolai	Pika			herbivore	Mongolia		feces	herbivore	herbivore	wild	Lepus-tolai_SAMEA6809582.ebi_filtered_r1r2interleaved_sampleCombined
pike-perch.1	13881.SAMEA6809460	13881	Sander-lucioperca_SAMEA6809460.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	19511056	19454692	7.28902436	7	Chordata	Actinopterygii	Percidae	Sander	Metazoa	Perciformes	Sander_lucioperca	Sander_lucioperca	Sander_lucioperca	pike-perch			carnivore	Austria		feces	carnivore	carnivore	wild	Sander-lucioperca_SAMEA6809460.ebi_filtered_r1r2interleaved_sampleCombined
przewalski_horse.2	13881.SAMEA6809560	13881	Equus-przewalskii_SAMEA6809560.ebi_filtered_r1r2combined_sampleCombined.fastq.gz	10845814	10845150	7.035235563	7	Chordata	Mammalia	Equidae	Equus	Metazoa	Perissodactyla	Equus_przewalskii	Equus_przewalskii	Equus_przewalskii	Przewalski_horse			herbivore	Mongolia		feces	herbivore	herbivore	wild	Equus-przewalskii_SAMEA6809560.ebi_filtered_r1r2interleaved_sampleCombined
